site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
QLDR000437,146.149105,-20.558234,1443.83511243,1219.0294042,224.80570823,26.1,0.17,0.96,9143.61000682234,5.67025723,1487.94384,0.3
NSW000572,146.150287,-33.602347,2300.70758586,1877.6940597,423.01352616,20.2,0.2,0.89,6435.33754058416,6.10493333,1482.16233,0.3
QLDR000434,146.15093,-20.54919,1684.94815397,1311.4652099,373.48294407,26.1,0.17,1.01,9132.76043773778,5.69453453,1495.10337,0.3
QLDR000431,146.154206,-20.547744,1744.21060893,1453.6600198,290.55058913,26.1,0.17,1.03,9147.98484914889,5.51535199,1493.24686,0.3
tas001264,146.165594,-41.180823,9510.3099367,7702.1532986,1808.1566381,11.3,0.34,0.91,10555.4053103776,4.90693767,1294.64445,0.3
MCMA0412,146.172377,-35.711037,2739.92856251,2198.5517924,541.37677011,18.3,0.22,0.97,9209.86487530243,5.81954957,1489.63908,0.3
NSW000617,146.176362,-33.58169,1868.25342533,1624.4118285,243.84159683,20.2,0.2,0.83,6262.18922064792,5.8046161,1498.49835,0.3
tas001180,146.21565,-41.256444,10689.5092893,8515.2658895,2174.2433998,11.9,0.37,1.09,12642.8561827851,4.91718294,1215.38935,0.3
MCMA0190,146.217538,-35.545616,2833.34444648,2135.7566839,697.58776258,18.5,0.22,1.28,9176.14095234198,5.86305112,1492.17165,0.3
Qld168,146.21776,-21.23344,1868.08287547,1685.0856473,182.99722817,26.2,0.17,0.83,6430.52393528967,5.77204032,1510.85732,0.3
MCMA0406,146.224601,-35.713966,2722.24066434,2220.0161639,502.22450044,18.1,0.22,1.16,9230.57743520053,5.70972984,1486.20616,0.3
MCMA0409,146.226447,-35.714958,2778.79053131,2319.9975189,458.79301241,18.1,0.22,1.16,9207.4076288881,5.75450513,1484.58061,0.3
MCMA0403,146.228176,-35.717117,2641.96795836,2234.1457418,407.82221656,18.1,0.22,1.13,9216.56349195013,5.76998568,1491.85127,0.3
MCMA0142,146.232924,-35.772484,2739.22836598,2168.645189,570.58317698,18.1,0.22,1.19,9207.65938875669,5.66180933,1491.75809,0.3
MCMA0193,146.234862,-35.536434,2787.43603993,2392.063325,395.37271493,18.5,0.22,1.21,9239.13093728557,5.87123407,1484.94661,0.3
MCMA0079,146.244197,-35.759175,2790.54660286,2231.8833487,558.66325416,18.1,0.22,1.41,9235.90214783559,5.86153617,1488.01661,0.3
GA940,146.24783,-26.39189,2704.01667638,2405.0444,298.97227638,24.3,0.17,0.64,7128.3785817716,5.89730802,1457.97931,0.3
tas000783,146.262611,-41.20523,9752.7765888,7581.2177617,2171.5588271,11.9,0.37,0.9,11493.8588251994,4.94891079,1251.98223,0.3
tas001255,146.270521,-41.305897,10450.3768819,8141.4430243,2308.9338576,11.9,0.37,1.12,11812.0208675425,4.77714737,1187.39728,0.3
MCMA0145,146.275775,-35.791501,2655.64957216,2099.7607563,555.88881586,18.1,0.22,1.32,9196.83451977416,5.55334857,1501.04263,0.3
MCMA0376,146.277839,-35.691937,2928.7063286,2473.9688361,454.7374925,18.5,0.22,1.17,9138.11108885895,5.71505101,1505.43812,0.3
NSW000805,146.279502,-33.07976,2433.41275509,2115.1288931,318.28386199,20.3,0.2,0.49,6315.42814553997,5.81331009,1477.9743,0.3
GA_bot131,146.283558,-35.348655,3173.69036955,2310.8003646,862.89000495,18.8,0.21,0.56,9192.86340898426,5.70612553,1433.7674,0.3
MCMA0328,146.288467,-35.601796,2947.52162576,2354.7022082,592.81941756,18.5,0.22,1.18,9239.29310419221,5.964751,1499.92349,0.3
GA_bot128,146.29462,-20.99315,1938.82330555,1698.0454832,240.77782235,26.3,0.16,0.79,8341.63914547537,5.31868587,1514.83561,0.3
Vic003115,146.295553,-38.380419,8393.659305,6750.2474287,1643.4118763,13.7,0.31,1.12,11341.9904489239,4.65235421,1313.72338,0.3
MCMA0379,146.296468,-35.728811,2726.88868188,2255.1318753,471.75680658,18.1,0.22,1.31,9184.79826179032,5.70831596,1499.4197,0.3
MCMA0061,146.301449,-35.927028,2793.65703517,2265.4146241,528.24241107,18.1,0.22,1.41,9178.36937739495,5.27627179,1494.19694,0.3
DECCW0777,146.304984,-31.648343,2177.85155568,1835.4577604,342.39379528,20.5,0.19,0.51,5307.79078406934,5.61005775,1543.45427,0.3
MCMA0064,146.311818,-35.920913,2999.22612967,2285.2711147,713.95501497,18.1,0.22,1.4,9142.89048034061,5.16018147,1502.53696,0.3
tas000855,146.319725,-41.397823,10713.3337324,8140.8683771,2572.4653553,10.1,0.35,1.03,12178.2533955857,4.75135385,1200.90281,0.3
MCMA0391,146.33074,-35.880589,2548.34944551,2026.7733163,521.57612921,18.1,0.22,1.44,9164.34538943842,5.44829133,1494.88961,0.3
DECCW0241,146.334675,-34.724867,2642.58910102,2176.8146835,465.77441752,19.3,0.19,1.02,9178.05959769361,5.92158962,1513.28258,0.3
MCMA0394,146.335426,-35.87982,2766.48098589,2331.3449108,435.13607509,18.1,0.22,1.39,9165.25274444042,5.18384831,1506.75741,0.3
DECCW0245,146.346799,-34.706744,2747.24633147,2388.5272013,358.71913017,19.3,0.19,1.02,9203.8511878084,5.98847549,1547.22295,0.3
GA_bot507,146.355,-30.009,3815.04311991,3361.977753,453.06536691,23.6,0.23,0.36,6173.54231890542,6.21787328,1451.88274,0.3
NSW000623,146.360369,-32.899185,2118.82413136,1790.2975662,328.52656516,20.2,0.19,0.46,6623.59619359745,5.75840431,1486.47518,0.3
NSW001450,146.360922,-32.898222,2061.5335822,1789.4520726,272.0815096,20.2,0.19,0.45,6658.13438983432,5.819516,1487.57178,0.3
NSW000539,146.36477,-33.047788,1971.57523042,1614.1519659,357.42326452,20.3,0.2,0.72,6639.16364176912,6.04822601,1483.73907,0.3
MCMA0262,146.365631,-35.275024,2722.26289065,2175.7923162,546.47057445,18.8,0.21,1.36,7035.60116250066,6.66144949,1478.8107,0.3
MCMA0259,146.366885,-35.272449,2828.59452268,2334.0154724,494.57905028,18.8,0.21,1.28,7044.72778265932,6.72348457,1476.05634,0.3
NSW000542,146.373111,-33.040542,1939.28010131,1658.1333448,281.14675651,20.3,0.2,0.77,6565.74768197548,5.92786662,1511.16847,0.3
NSW001403,146.373985,-33.676178,2465.03990974,1983.9622199,481.07768984,19.4,0.2,0.97,6541.62570387623,5.79970363,1528.91098,0.3
MCMA0361,146.375631,-35.575799,2981.9511888,2448.1200273,533.8311615,18.5,0.22,1.22,9224.33029684103,5.81138646,1497.60852,0.3
MCMA0385,146.385613,-35.909746,2626.91893937,2117.0877346,509.83120477,18.1,0.22,1.44,9180.66459143684,5.23963079,1486.62153,0.3
tas000852,146.385617,-41.388601,10457.6493606,8354.7663083,2102.8830523,10.1,0.35,1.03,11508.0572297818,4.78948046,1232.74497,0.3
MCMA0388,146.389316,-35.911724,2699.96498324,2189.8191142,510.14586904,18.1,0.22,1.43,9226.80315640013,5.36235431,1493.32478,0.3
MCMA0382,146.39336,-35.918334,2779.06227102,2234.6847982,544.37747282,18.1,0.22,1.52,9166.86405854691,5.21049448,1500.85724,0.3
MCMA0436,146.402324,-35.290632,2551.2159061,2033.5088861,517.70702,18.8,0.21,1.19,6952.60755821081,6.45758852,1477.32244,0.3
MCMA0364,146.404379,-35.575033,3203.48601289,2549.811442,653.67457089,18.5,0.22,1.33,9163.63851204739,5.83159872,1505.03235,0.3
Qld1236,146.41711,-20.62045,2105.62200564,1793.5794919,312.04251374,26,0.17,1.17,6336.66640940352,6.07731357,1462.15256,0.3
GA768,146.42447,-21.00161,2398.42711804,2038.9852485,359.44186954,26.3,0.16,1.07,6235.75718649902,5.46300377,1513.49584,0.3
GA_bot679,146.428,-25.798,2298.35460798,2065.6457704,232.70883758,24.2,0.21,0.73,7078.72848888781,6.03889211,1446.05293,0.3
DECCW0781,146.430024,-31.311753,2349.59805117,1942.6878626,406.91018857,21.3,0.2,0.52,6155.97933158338,5.59108114,1584.42107,0.3
GA_bot359,146.430178,-29.944597,2558.6893168,2222.4234378,336.265879,23.8,0.24,0.36,5954.39880676232,6.18084992,1482.54184,0.3
GA_bot521,146.434,-19.997,2019.78052166,1775.483511,244.29701066,25.6,0.17,0.95,8372.91870014451,5.29508861,1498.71607,0.3
GA_bot558,146.441,-29.851,3333.88439443,2883.710879,450.17351543,23.9,0.23,0.35,9192.87076073703,6.57096844,1438.75291,0.3
tas000951,146.46359,-41.217997,9735.2049084,7389.5038048,2345.7011036,12.3,0.35,1.34,10367.0526846727,5.13156319,1252.1208,0.3
tas000846,146.464468,-41.212759,8817.0989207,6940.880064,1876.2188567,12.3,0.35,1.15,11042.798306765,5.13444701,1277.32775,0.3
tas000870,146.478707,-41.210221,8858.443443,6453.9390726,2404.5043704,12.3,0.35,1.23,8614.86141092419,5.02766898,1256.25795,0.3
DECCW0389,146.485651,-33.346409,2517.30754908,2029.3797844,487.92776468,20.3,0.2,0.73,6578.99975083024,5.652104,1487.45873,0.3
MCMA0001,146.486499,-35.633286,3065.17142437,2476.785289,588.38613537,18.3,0.22,1.41,9209.61735139343,5.69470007,1504.33305,0.3
NSW000575,146.489137,-33.549328,2203.12153872,1939.5652004,263.55633832,19.8,0.2,0.81,6854.2970675321,5.75499634,1495.79878,0.3
DECCW0385,146.489345,-33.352305,2655.09828122,2225.1544789,429.94380232,20.3,0.2,0.93,6792.85745523826,5.72527987,1511.32992,0.3
NSW000566,146.494847,-33.530726,2595.38969074,2185.115131,410.27455974,19.8,0.2,0.91,6967.70109646751,5.98631814,1490.95849,0.3
NSW000590,146.495673,-33.490484,2608.71250252,2161.1835239,447.52897862,19.8,0.2,0.75,6344.57840519297,5.6088592,1509.95796,0.3
GA895,146.501618,-32.999203,2446.08729003,2095.9742341,350.11305593,20.2,0.19,0.75,6475.59240686796,5.90955576,1497.6881,0.3
tas001183,146.517596,-41.29918,9878.8147644,7338.3315236,2540.4832408,12.3,0.35,0.99,12094.2564979671,5.00675167,1218.24273,0.3
MCMA0004,146.529094,-35.583475,3029.04261667,2357.5550203,671.48759637,18.3,0.22,1.2,9224.35225109282,5.7159059,1491.71986,0.3
tas000831,146.546433,-41.424351,10226.2319969,7555.9989266,2670.2330703,10.9,0.36,0.88,11355.0068733322,4.92665758,1218.90382,0.3
tas000816,146.549574,-41.423669,10464.2100502,8604.8116972,1859.398353,10.9,0.36,1.23,11227.3292327158,4.93755976,1230.998,0.3
GA959,146.55603,-22.22157,1867.33432793,1533.2085177,334.12581023,26,0.29,0.85,6762.12453275021,5.67313488,1506.81876,0.3
MCMA0010,146.558504,-35.630183,2771.31493738,2161.0995226,610.21541478,18.3,0.22,1.38,9162.81444473311,5.6427378,1491.58912,0.3
NSW001462,146.561084,-33.465947,2709.88111217,2305.0229713,404.85814087,19.8,0.2,0.89,6860.95936116771,6.01487188,1480.3984,0.3
MCMA0457,146.563566,-35.555706,2826.32651126,2303.3712361,522.95527516,18.3,0.22,1.25,9218.13585704772,5.75048046,1495.13636,0.3
NSW001465,146.563715,-33.456333,2777.95279382,2323.1673884,454.78540542,20.3,0.2,0.81,6452.63620893868,5.65327546,1507.15727,0.3
NSW001456,146.565272,-33.586057,2211.27722783,1972.214922,239.06230583,19.8,0.2,0.84,6741.9537695769,5.83587648,1495.40944,0.3
MCMA0007,146.56702,-35.663161,2777.30521299,2201.696404,575.60880899,18.3,0.22,1.44,9222.77415204133,5.53557237,1500.63325,0.3
MCMA0460,146.572119,-35.558054,2777.00738524,2185.6531662,591.35421904,18.3,0.22,1.26,9228.55259025755,5.8268613,1494.34889,0.3
MCMA0463,146.572242,-35.562326,2707.54512533,2286.6452047,420.89992063,18.3,0.22,1.06,9229.75140643354,5.80415423,1499.30442,0.3
tas000924,146.573553,-41.519168,10631.436615,8285.7952473,2345.6413677,10.9,0.36,1.06,11574.1993239482,4.98592463,1225.63672,0.3
GA_bot607,146.578,-34.335,3232.87781501,2933.4717659,299.40604911,19.6,0.2,0.83,9201.13186411993,5.97259225,1487.36915,0.3
NSW001459,146.580942,-33.514451,2550.40486431,2190.3033267,360.10153761,19.8,0.2,0.72,6631.12122232843,5.61591797,1500.31435,0.3
NSW001453,146.583514,-33.56432,2470.48312598,2167.036764,303.44636198,19.8,0.2,0.95,6637.83549060693,5.73716292,1499.80361,0.3
Vic003148,146.585898,-36.196792,3195.5442712,1924.8395309,1270.7047403,16.6,0.26,1.07,9780.05094706019,4.79567071,1504.83115,0.3
Vic003124,146.587482,-36.203463,3226.0482313,1844.9249335,1381.1232978,16.6,0.26,1.4,9459.52416409798,4.88707927,1469.75448,0.3
Vic003151,146.587563,-36.196457,3053.6841277,1917.7490211,1135.9351066,16.6,0.26,1.19,9996.04270683796,4.86225905,1490.48156,0.3
Vic003133,146.587835,-36.201605,3078.9898631,1942.4937473,1136.4961158,16.6,0.26,1.4,9678.17714303621,4.90874998,1482.82765,0.3
Vic003130,146.588378,-36.201297,3179.9623225,1887.9747151,1291.9876074,16.6,0.26,1.4,9483.53966134376,4.80920845,1509.61017,0.3
Vic003121,146.588456,-36.20298,3104.0077398,1741.0818954,1362.9258444,16.6,0.26,1.4,9120.50452055631,4.85228877,1489.67498,0.3
QLDR000611,146.589721,-19.838592,2814.81882994,2363.7642542,451.05457574,25.3,0.18,1,8575.94641346263,5.7804918,1485.54356,0.3
QLDR000614,146.593587,-19.831801,2809.29966375,2493.1130744,316.18658935,25.3,0.18,1.03,8516.51761737241,5.60986597,1495.42775,0.3
GA_bot561,146.599,-25.789,2363.35480136,2147.2600616,216.09473976,24.2,0.21,0.6,7156.40343366804,5.9147955,1446.23838,0.3
tas000936,146.613521,-41.53146,9922.8129648,7957.7496861,1965.0632787,10.9,0.36,0.81,9240.89651396316,5.01848516,1273.12309,0.3
DECCW0745,146.615075,-35.521058,2751.71240375,1956.673169,795.03923475,18.3,0.22,1.35,9134.90978698474,5.42880024,1480.74655,0.3
tas000810,146.637027,-41.509275,10138.8345571,8366.1659601,1772.668597,10.9,0.36,0.94,11731.0405760866,4.96724227,1202.06924,0.3
MCMA0043,146.638357,-35.66903,2419.39448973,1813.3977073,605.99678243,18.3,0.22,1.31,9163.4725287975,5.57371175,1500.28354,0.3
tas000558,146.63959,-42.433194,8047.3108798,6302.2093046,1745.1015752,8.6,0.36,1.13,8865.55498341285,5.04388946,1255.97296,0.3
MCMA0040,146.644381,-35.669946,2386.08627203,1873.3329611,512.75331093,18.3,0.22,1.35,9178.67556788421,5.38951841,1522.59062,0.3
GA_bot459,146.645,-33.034,4254.43800891,3716.1895326,538.24847631,20.4,0.28,0.76,6453.72058899082,5.88723534,1433.73848,0.3
GA_bot300,146.650885,-29.40935,3933.6396581,2518.3581654,1415.2814927,23.5,0.28,0.42,6281.77968469586,6.1340073,1386.63664,0.3
GA_bot263,146.65533,-28.43372,1563.30088306,1342.0294859,221.27139716,24,0.24,0.37,6310.97148915309,6.5242963,1420.85723,0.3
GA_bot676,146.656,-28.436,1710.35992745,1570.2717617,140.08816575,24,0.24,0.33,6347.86903835147,6.53285873,1446.98944,0.3
MCMA0073,146.666868,-35.350393,2576.04890335,1973.8672737,602.18162965,18,0.23,1.22,9172.53554217734,5.75415884,1512.71657,0.3
GA_bot531,146.672,-21.861,2236.1929223,2001.2742313,234.918691,27,0.27,1.02,5976.73054117986,6.29551449,1481.96356,0.3
MCMA0076,146.680434,-35.353001,2708.91804858,2183.4477558,525.47029278,18,0.23,1.2,9185.08523283416,5.81125299,1494.23228,0.3
GA979,146.68439,-23.13955,2296.95463839,2027.1374508,269.81718759,24.9,0.22,0.79,5575.5926198267,5.44432884,1506.85455,0.3
DECCW0769,146.691125,-35.36691,2877.18774538,2222.5461914,654.64155398,18,0.23,1.2,9151.15071602482,5.40930665,1566.81236,0.3
DECCW0849,146.691131,-35.365278,3031.33741131,2431.9499716,599.38743971,18,0.23,1.18,9146.57436354188,5.4143887,1557.94559,0.3
GA_bot331,146.69287,-42.50578,4370.18322814,3940.7841893,429.39903884,10.5,0.32,1.1,9072.96236568846,6.01246225,1342.04801,0.3
tas000675,146.699174,-41.547918,11320.0642015,8067.4939285,3252.570273,9.7,0.34,1.27,12298.9767775578,5.14022206,1192.16933,0.3
tas000546,146.702053,-42.502971,5037.4466152,3654.4744837,1382.9721315,10.5,0.32,1.55,8997.13239909094,5.54355556,1315.03441,0.3
tas001336,146.70339,-42.513755,6236.2283157,4430.2558418,1805.9724739,10.5,0.32,1.01,8872.79853860523,5.47653072,1365.16412,0.3
DECCW0397,146.706403,-33.317488,3088.20693535,2546.8587865,541.34814885,20.1,0.21,0.9,6647.42495777609,5.66803832,1515.78355,0.3
DECCW0393,146.708872,-33.318035,3197.09445086,2681.7842002,515.31025066,20.1,0.21,0.92,6418.78779056658,5.55835455,1521.91519,0.3
tas001348,146.70913,-42.514904,6610.8707147,4752.3535378,1858.5171769,10.5,0.32,0.91,8899.79966980542,5.46270306,1338.56618,0.3
MCMA0070,146.710574,-35.375217,2781.91197455,2305.0918537,476.82012085,18,0.23,1.18,9220.47470394486,5.83825612,1500.29011,0.3
tas000549,146.710724,-42.4965,5217.4133618,4040.9292868,1176.484075,10.5,0.32,1.53,8785.02832913357,5.38417497,1327.47489,0.3
Vic002911,146.716951,-38.50188,6500.9482076,3991.9983261,2508.9498815,14.8,0.27,1.47,8265.69720558495,4.52434719,1362.80813,0.3
GA916,146.720163,-29.372425,3995.64376651,3136.7109123,858.93285421,23.5,0.28,0.4,6367.65580809819,6.36046039,1445.66081,0.3
tas000564,146.726553,-42.449924,5541.9851837,3813.1637929,1728.8213908,10.5,0.32,0.94,8738.97572449657,5.40328438,1321.58795,0.3
tas000561,146.728955,-42.44286,5725.5694954,4095.1702973,1630.3991981,9.7,0.33,1.1,8932.07956165962,5.41133075,1319.82015,0.3
GA851,146.73215,-28.93923,2031.02187585,1777.4725952,253.54928065,23.6,0.17,0.35,6873.58559960637,6.27655208,1484.94527,0.3
Vic002917,146.735953,-38.400151,6335.7873354,4047.8076891,2287.9796463,14.2,0.22,1.04,9137.01065370919,4.56583073,1322.12827,0.3
tas000537,146.741219,-42.520709,6424.4777653,4404.1134347,2020.3643306,10.5,0.32,0.55,8744.69664206421,5.51290026,1358.10361,0.3
DECCW0765,146.746391,-35.80966,2879.26822041,2081.365347,797.90287341,17,0.25,1.39,9144.17558489494,5.02685853,1504.69926,0.3
DECCW1357,146.746394,-35.808659,3033.51721835,2253.9710394,779.54617895,17,0.25,1.36,9134.5041813655,5.06416982,1494.93972,0.3
QLDR000617,146.791239,-20.328184,2636.57094427,2270.2496391,366.32130517,25.7,0.22,1.16,8510.13021989071,5.62115807,1483.65396,0.3
QLDR000620,146.7926,-20.325487,2517.39601895,2188.5062684,328.88975055,25.7,0.22,1.03,8503.09341039856,5.66317806,1493.17215,0.3
tas001351,146.797853,-42.672254,7539.1657185,4408.4557081,3130.7100104,9.4,0.35,0.6,10863.6929732213,5.35613102,1361.30363,0.3
NSW001468,146.805396,-33.533281,2798.40849926,2398.6335245,399.77497476,19.6,0.2,1.09,6792.41732819389,5.31040782,1508.93323,0.3
tas000657,146.809839,-41.542581,8530.6953407,6367.2228404,2163.4725003,11,0.33,1.2,9198.72239612532,5.24676697,1254.23505,0.3
tas000552,146.811671,-42.537579,5311.9770202,3564.4230958,1747.5539244,10.5,0.32,1.46,8876.06218109696,5.66271713,1380.87177,0.3
MCMA0862,146.835024,-35.498719,2643.20520306,2047.3080009,595.89720216,17.7,0.24,1.36,9126.45192954115,4.94763586,1521.37658,0.3
MCMA0859,146.835374,-35.491155,2363.27068824,1899.3573207,463.91336754,17.7,0.24,1.41,9115.23102716427,4.99584945,1507.19217,0.3
GA754,146.84239,-28.3459,1686.40076915,1551.9298403,134.47092885,24,0.24,0.2,6454.986982154,5.54229967,1540.88173,0.3
tas000663,146.87396,-41.429724,9333.8873457,7839.4398741,1494.4474716,11,0.33,1.12,9239.44720437208,4.96843291,1289.24225,0.3
tas000570,146.876425,-42.584731,6518.6701852,4514.9459033,2003.7242819,10.9,0.3,1.29,8861.4916875343,5.36275145,1321.85364,0.3
tas001243,146.884405,-42.677912,5329.5729769,3688.4452602,1641.1277167,9.9,0.32,0.97,8901.20765114021,5.88620354,1386.29003,0.3
tas001249,146.891684,-41.552757,5890.5039568,4549.8511404,1340.6528164,11,0.3,1.19,8696.91771245516,5.26625369,1310.8743,0.3
tas001267,146.902047,-41.543453,6647.1027233,5145.0293468,1502.0733765,11.6,0.31,1.49,8866.85798673108,5.34471697,1348.81096,0.3
GA_bot559,146.909,-38.587,5704.96665946,4956.4586939,748.50796556,15.4,0.19,1.58,8766.40434599819,4.78876043,1405.50722,0.3
Vic002899,146.92421,-38.539301,5516.1080566,3315.0440152,2201.0640414,15.4,0.19,1.56,8882.737790636,4.71778253,1351.1639,0.3
tas000672,146.924376,-41.415149,8250.3117449,6217.925062,2032.3866829,11.6,0.31,0.99,9202.9330889609,4.95635817,1301.99872,0.3
GA_bot250,146.92556,-21.9282,2707.13264296,2090.608306,616.52433696,26.3,0.26,1.1,9265.89672186655,6.13902909,1214.96333,0.3
tas001469,146.936247,-42.73096,5357.0123602,3603.5014079,1753.5109523,9.9,0.32,1.35,9185.97877661332,5.3492086,1336.41474,0.3
tas001246,146.941399,-42.721741,5533.0735263,3731.2310545,1801.8424718,9.9,0.32,1.06,8775.31046624106,5.76317901,1346.81289,0.3
Vic002884,146.947991,-38.273177,4904.618328,2551.8197474,2352.7985806,14.9,0.24,1.29,8812.84123388015,4.87218793,1416.52008,0.3
tas001466,146.951078,-41.645447,7843.1759585,5298.0084521,2545.1675064,11,0.3,0.88,9184.74198578757,5.23127919,1365.12524,0.3
DECCW0605,146.957803,-29.675493,2187.29125036,1947.1358955,240.15535486,23.6,0.26,0.49,9221.78931629768,7.19962907,1411.22893,0.3
tas000378,146.964496,-42.685236,5214.7644434,3238.5657987,1976.1986447,9.9,0.32,1.2,10405.5148767946,5.4734371,1365.99009,0.3
tas001029,146.981694,-41.57928,9571.9257087,6971.2753983,2600.6503104,11,0.3,1.22,9153.60102641245,5.30074246,1337.33994,0.3
Vic002896,146.985422,-38.466589,5173.8661581,3313.033193,1860.8329651,15.4,0.19,1.58,7839.48158269909,4.96354019,1379.26905,0.3
tas000645,146.990667,-41.662823,9366.6740906,6706.0224837,2660.6516069,11,0.3,1.19,8738.52641995543,5.31257541,1362.45442,0.3
tas000837,147.008603,-43.280557,6768.529852,5219.3156215,1549.2142305,11.6,0.33,0.71,11854.6721919082,4.88913266,1203.19198,0.3
tas000624,147.014042,-42.380111,6146.6063489,5057.1594636,1089.4468853,9.7,0.33,1.23,8897.56661755411,5.41572713,1340.10728,0.3
tas001150,147.015386,-41.811259,8694.0183204,6084.8561375,2609.1621829,9.8,0.31,1.3,9166.42064759796,5.41287979,1317.16011,0.3
GA844,147.02068,-38.15585,6581.265313,5083.3858288,1497.8794842,14.9,0.28,0.58,9155.51745938387,5.09365294,1378.57901,0.3
tas000621,147.022175,-42.362998,6238.7554358,4868.5019404,1370.2534954,9.7,0.33,0.9,9035.07262500564,5.37867309,1342.78605,0.3
tas000654,147.025794,-41.706929,6404.8783455,5161.0591243,1243.8192212,11,0.3,1.43,9168.32291653142,5.26390305,1366.3129,0.3
tas001159,147.03152,-41.813778,6000.1150821,4046.8684968,1953.2465853,9.8,0.31,1.2,11849.338891971,5.21303028,1316.36551,0.3
tas001138,147.034061,-41.815506,6230.5762348,4680.2152929,1550.3609419,9.8,0.31,1.2,11420.6427973672,5.37128452,1289.98727,0.3
tas001074,147.035876,-41.809237,7300.9419761,5699.9835158,1600.9584603,9.8,0.31,1.26,12182.2736163715,5.15101401,1348.10821,0.3
tas000708,147.039443,-41.638803,7988.6873003,6163.9755321,1824.7117682,11,0.3,1.62,8704.39903173493,5.40424647,1363.61248,0.3
GA_bot422,147.047,-21.53,2253.89509804,2086.4886902,167.40640784,26.6,0.22,1.03,6292.56852589522,6.18710946,1437.1664,0.3
tas000801,147.047121,-43.300538,7245.0893069,5288.2260779,1956.863229,11.6,0.33,0.32,10492.5465748454,4.81150358,1192.84859,0.3
MCMA0622,147.04715,-35.751811,2666.17113678,2077.5823694,588.58876738,16.3,0.25,1.32,8687.17305604717,4.89149335,1459.70791,0.3
GA_bot467,147.048,-21.531,2631.3595395,2392.6283283,238.7312112,26.6,0.22,1.03,6279.22487424371,6.14769482,1438.2795,0.3
MCMA0625,147.054468,-35.748465,2379.72592815,1766.8506614,612.87526675,16.3,0.25,1.61,9005.69932703899,4.89253156,1481.06611,0.3
GA_bot540,147.055,-30.855,2575.15197733,2294.6136238,280.53835353,22.2,0.27,0.68,6889.86661536112,6.03990417,1490.15055,0.3
tas001068,147.055441,-42.339922,6255.2793559,4323.9256668,1931.3536891,9.7,0.33,1.17,9080.40662673398,5.35301892,1336.74416,0.3
Vic002881,147.057623,-38.285722,4861.1248139,2706.1571066,2154.9677073,14.9,0.24,1.39,8340.77179265011,4.88953787,1412.9874,0.3
MCMA0619,147.05864,-35.751247,2915.97928796,2001.053533,914.92575496,16.3,0.25,1.19,8835.51521545873,4.94290999,1454.12512,0.3
GA892,147.05869,-33.0937,3325.32440676,2866.7576392,458.56676756,20.2,0.23,0.82,9163.01254018692,5.59340041,1478.85364,0.3
tas000702,147.061367,-41.637857,7816.9722079,6153.3630779,1663.60913,11,0.3,1.18,8835.76446789848,5.39466676,1352.71449,0.3
tas000897,147.067171,-41.664966,6522.1297688,5120.6073384,1401.5224304,11,0.3,1.53,8893.52086283001,5.5340095,1342.12418,0.3
MCMA0787,147.0711,-35.611775,2685.75866215,2176.0961007,509.66256145,17.2,0.24,1.59,9164.58022841434,4.95151314,1504.93033,0.3
MCMA0865,147.0772,-35.903658,3248.90454975,2364.0393584,884.86519135,16.3,0.25,1.45,9102.52244193684,4.89377432,1516.16149,0.3
DECCW0137,147.085021,-31.777989,2519.90662868,2135.6458432,384.26078548,21.2,0.2,0.83,7619.89647591023,6.57475241,1473.57962,0.3
DECCW0141,147.085128,-31.779153,2231.04704427,1925.8164028,305.23064147,21.2,0.2,0.87,6696.20872806382,6.03899173,1521.48494,0.3
MCMA0868,147.085682,-35.900149,3292.0670791,2275.4237176,1016.6433615,16.3,0.25,1.51,9084.33336923472,4.93196457,1535.07287,0.3
MCMA0874,147.087189,-35.90631,3431.60297266,2580.080019,851.52295366,16.3,0.25,1.76,9087.50247764875,4.97559116,1493.311,0.3
GA_bot169,147.08769,-42.77995,8449.5240355,6566.9349707,1882.5890648,9.9,0.32,0.67,9099.4615559465,5.76502862,1272.37798,0.3
MCMA0871,147.09508,-35.901875,3198.48402939,2595.9699794,602.51404999,16.3,0.25,1.66,9125.03346797307,4.90201643,1509.70971,0.3
tas001020,147.098273,-41.659395,7335.073265,5184.3317736,2150.7414914,11,0.3,1.29,9157.93858310111,5.54487005,1332.31227,0.3
tas001047,147.100889,-42.398629,5763.441463,3604.3361642,2159.1052988,10,0.31,1.22,8891.1703683254,5.21694493,1344.90381,0.3
tas001114,147.102129,-41.743239,6441.9852863,4604.4729117,1837.5123746,11.8,0.28,1.46,9181.27429703132,5.49894882,1364.9119,0.3
tas001126,147.102703,-41.741194,6431.6511673,4337.6384216,2094.0127457,11.8,0.28,1.43,9174.59778475394,5.48317218,1367.93455,0.3
GA_bot97,147.106723,-35.031225,3692.11651862,3156.4328081,535.68371052,18.1,0.23,1.2,11561.4603813725,5.42686684,1421.82552,0.3
Qld1369,147.11055,-19.77831,3086.96785014,2735.1779042,351.78994594,25.4,0.19,1.45,9206.31855375911,5.87490568,1452.52152,0.3
GA_bot256,147.11415,-28.7372,2278.74444746,2057.6912089,221.05323856,23.6,0.17,0.59,6313.39612835613,6.4329967,1463.89061,0.3
