site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
DECCW1017,152.499112,-31.780894,6601.2209044,4435.7121292,2165.5087752,18.9,0.26,0.8,12011.3954090042,4.55008855,1268.73016,0.3
DECCW0693,152.505256,-31.783372,6151.2663299,4128.8057031,2022.4606268,18.9,0.26,0.68,12056.500832295,4.59981402,1251.63719,0.3
GA_bot271,152.50696,-27.13166,2215.09111853,1943.2920034,271.79911513,19.3,0.27,1.24,8657.38412332504,5.41150639,1427.75854,0.3
Qld1638,152.52357,-26.08878,4518.96065416,3629.7349663,889.22568786,20.4,0.29,1.09,9215.27558394718,5.30896358,1406.66222,0.3
Qld1737,152.55941,-25.8187,4284.49577517,3400.5577315,883.93804367,21.6,0.23,1.27,7411.98363634572,5.0151792,1400.81873,0.3
Qld1669,152.56444,-26.12277,5324.20275803,4423.6924432,900.51031483,20.4,0.29,1.31,12252.7053896195,5.31728438,1360.92783,0.3
GA_bot312,152.564513,-29.21668,5920.8937135,4478.4807324,1442.4129811,18.1,0.3,1.35,9089.74665906811,4.94430995,1349.38465,0.3
GA769,152.64448,-25.51746,4614.89188547,3884.6401865,730.25169897,22,0.29,1.08,6822.8428066988,5.0524371,1416.97338,0.3
Qld1720,152.64599,-25.60385,4439.06418965,3737.5180063,701.54618335,21.6,0.23,0.89,6419.8867062875,4.65155286,1410.4856,0.3
Qld1725,152.64673,-25.59713,4439.91987437,3776.0887755,663.83109887,22,0.29,1.22,6567.18107056976,4.92262579,1390.33799,0.3
Qld1743,152.65062,-25.60657,4191.10186829,3364.4543543,826.64751399,21.6,0.23,1.01,6436.1832329546,4.88197352,1420.8074,0.3
GA982,152.68207,-27.70776,5727.14182488,4855.1420352,871.99978968,20.6,0.29,1.58,6370.19095950764,5.69494698,1332.00638,0.3
Qld1642,152.68455,-26.46385,5599.9007793,4268.0526366,1331.8481427,19.9,0.29,1.33,8664.92145605916,5.00984549,1335.1175,0.3
DECCW1561,152.692212,-31.409778,7313.7666043,4944.3788827,2369.3877216,17.4,0.32,1.3,12024.0726921925,4.80081108,1326.97317,0.3
Qld1400,152.6995,-27.78472,4976.7850455,3950.9522889,1025.8327566,20.6,0.29,1.18,6111.05170637208,5.57620417,1360.1331,0.3
GA924,152.700343,-25.589008,5252.53852646,4272.8387239,979.69980256,22,0.29,1.03,6434.48782708205,4.71865402,1392.37592,0.3
Qld1655,152.7035,-26.30868,4955.09920917,4185.0231956,770.07601357,19.9,0.29,1.08,12159.3219790588,4.70491741,1368.03396,0.3
Qld1648,152.71577,-26.41164,5244.93697107,4308.0456983,936.89127277,20,0.29,1.08,8180.41670940462,4.86301125,1350.58514,0.3
DECCW1229,152.896997,-31.031739,5245.6216967,3776.663986,1468.9577107,18.4,0.34,0.98,6324.63800416032,4.69178565,1247.38142,0.3
DECCW0401,152.900142,-31.031011,4841.7658576,3851.8478979,989.9179597,18.4,0.34,0.66,6331.16131101581,4.81992959,1269.77604,0.3
DECCW1329,152.906777,-31.017842,5095.1143599,3609.4285109,1485.685849,18.4,0.34,0.93,6333.05491547782,4.87685227,1258.0252,0.3
DECCW0457,152.911257,-31.010654,4835.0535327,3861.1294017,973.924131,18.4,0.34,0.72,6343.58041282196,4.81174023,1221.1829,0.3
DECCW1521,152.916627,-31.01534,4719.9665739,3445.8436788,1274.1228951,18.4,0.34,0.62,6335.87830074259,4.5989831,1200.09378,0.3
DECCW1337,152.957675,-28.809745,5233.8143043,4111.9120285,1121.9022758,19.7,0.37,1.5,6048.90965804961,4.97833464,1315.74214,0.3
DECCW1509,152.966141,-29.835409,4564.1601718,3325.2756227,1238.8845491,19.2,0.26,0.88,9122.04812050226,4.57836195,1419.25476,0.3
DECCW1505,152.968675,-28.556205,7114.8849734,5282.0457997,1832.8391737,19,0.32,1.17,6301.04651544463,4.90580445,1288.04688,0.3
DECCW1517,152.97006,-29.290576,5046.2205049,3534.6322696,1511.5882353,19.6,0.3,1.24,8698.25791867162,4.60766661,1375.01339,0.3
DECCW0437,152.9801,-28.690079,6494.5032855,5328.7284759,1165.7748096,19,0.32,1.25,6340.93262098823,5.27899013,1231.03992,0.3
DECCW0449,153.074389,-29.561392,5209.244067,3963.8384435,1245.4056235,19.5,0.31,1.09,11941.542782713,4.80640389,1336.49957,0.3
DECCW1317,153.088443,-28.846459,6252.2816949,4887.9802703,1364.3014246,19.7,0.37,1.37,6269.86632379595,5.01578944,1266.58859,0.3
DECCW1501,153.099364,-28.849439,6400.6058574,4846.7877212,1553.8181362,19.7,0.37,1.53,6318.31932575837,5.17172947,1274.6154,0.3
DECCW0453,153.120345,-28.845378,6048.0920242,4144.7329698,1903.3590544,19.7,0.37,1.24,6312.13652545283,5.32367398,1105.03719,0.3
GA_bot197,153.333533,-29.05753,6410.0103812,4843.3201842,1566.690197,19.9,0.33,0.95,6334.68697201804,4.58114457,1319.7174,0.3
S51,140.735412,-34.056273,4259.01693749427,3340.62344589674,918.393491597533,20.4122119794396,0.193082150194209,0.523046082125242,4049.865102,6.87526797103882,1419.67231249809,0.3
S52,140.7095,-34.01891,4393.89804768561,3221.94699914404,1171.95104854157,20.4122119794396,0.193082150194209,0.633133601151117,3959.82086,7.10320784473419,1464.63268256187,0.3
S53,140.575567,-34.003525,4352.78214240076,2977.33235050355,1375.4497918972,20.5907737896216,0.158084832530712,0.354879752310136,3955.084487,7.2991922044754,1450.92738080025,0.3
S54,140.586171,-33.994082,4428.52841091156,3219.57338197792,1208.95502893364,20.5907737896216,0.158084832530712,0.355268686944299,3959.703229,7.24477255105972,1476.17613697052,0.3
S56,141.013211,-33.438375,4428.75780630111,3269.22784741816,1159.52995888295,21.5279487819281,0.148904255142185,0.269234590080761,3907.307082,6.70594119644165,1476.25260210037,0.3
S57,145.760704,-33.224781,4400.42415904998,3182.87871440694,1217.54544464304,20.6684435503323,0.183817147823773,0.521201046319169,4033.143659,6.0130631980896,1466.80805301666,0.3
S58,145.709101,-33.206362,4424.32067406177,3489.79705709288,934.523616968889,20.9288910763447,0.179200455789272,0.609661738653093,4042.054449,6.20767155885696,1474.77355802059,0.3
S59,145.717717,-33.200399,4422.73671770097,3558.0475415142,864.689176186773,20.9288910763447,0.179200455789272,0.48833579526079,4040.868207,6.38656676673889,1474.24557256699,0.3
S60,138.163207,-33.085359,4329.13874173164,3205.98544798141,1123.15329375023,18.1127233658541,0.204780422686329,0.48571144713094,3982.185208,5.72304757833481,1443.04624724388,0.3
S62,138.0327,-32.82851,4136.13801848889,3392.07100732523,744.067011163659,18.6057293252156,0.194955643719174,0.625348599778759,4001.526266,6.15643034267426,1378.71267282963,0.3
S63,138.03322,-32.828077,4153.24816918374,3159.98587250339,993.262296680354,18.6057293252156,0.194955643719174,0.625348599778759,4002.490042,6.28574291181564,1384.41605639458,0.3
S65,145.421458,-32.742814,4554.97641205788,3391.04671970955,1163.92969234833,20.7842527634304,0.172863217473031,0.523232893346974,4011.334614,6.02980450105667,1518.32547068596,0.3
S66,145.665809,-32.60407,4424.12790584565,3432.62816735866,991.499738486993,20.516126814216,0.149921842120585,0.474807973817069,3964.199336,5.77383174324036,1474.70930194855,0.3
S67,145.541212,-32.590598,4435.34951734542,3489.27858218003,946.070935165393,20.516126814216,0.149921842120585,0.607228555863296,4019.271176,6.23118627595902,1478.44983911514,0.3
S68,145.49274,-32.585832,4394.08475589753,3302.93906457065,1091.14569132688,20.7842527634304,0.172863217473031,0.460466672488792,3998.426097,6.2843348903656,1464.69491863251,0.3
S69,141.535977,-32.420077,4404.19041323661,3810.92264108415,593.267772152463,21.6367933893921,0.139316328567508,0.289884796766225,4041.875158,7.07355426359177,1468.06347107887,0.3
S70,137.9544,-32.32096,4113.9003996849,3236.00010474287,877.900294942032,19.6370578552952,0.141981585448013,0.588608882068684,4012.830233,7.00670102643967,1371.3001332283,0.3
S71,137.9574,-32.30339,3974.77420663833,3032.30614708326,942.468059555069,19.6370578552952,0.141981585448013,0.643838552453194,4006.877074,6.93759946107864,1324.92473554611,0.3
S72,121.7603,-32.1587167,4315.06105613709,2822.04737181108,1493.01368432601,19.3146758032454,0.184077380209763,0.137154602390398,4010.507863,6.45995559120178,1438.35368537903,0.3
S73,126.2633917,-32.01217222,4358.28799116612,2758.26269549124,1600.02529567488,20.2842742803437,0.130389184153837,0.512025251391072,3998.502334,6.88512521934509,1452.76266372204,0.3
S75,141.764971,-31.900676,4413.06510436536,3804.14472993234,608.920374433019,21.4589968768454,0.097281375019754,0.251940593524133,4034.522468,7.10435898351669,1471.02170145512,0.3
S77,138.351745,-31.837458,4240.69731509685,3273.34762030974,967.349694787109,20.5295116359342,0.180984899901024,0.415159817351598,3956.941871,6.21502497911453,1413.56577169895,0.3
S78,119.79227,-31.60951,4490.26659107208,3516.96766044049,973.298930631593,19.3088142159676,0.14387866274089,0.534808443745789,4000.62565,6.0765053191185,1496.75553035736,0.3
S79,144.247527,-31.608156,4538.16213512421,3452.55542274642,1085.60671237779,22.6983072044647,0.160066966922008,0.590319929968145,4036.836854,6.8715988368988,1512.72071170807,0.3
S80,119.8075472,-31.60672222,4534.68476343156,3086.53448196072,1448.15028147084,19.3088142159676,0.14387866274089,0.4811175611947,4008.67336,6.35403327131271,1511.56158781052,0.3
S81,144.190169,-31.486486,4349.87622499467,3021.95571534892,1327.92050964575,22.6983072044647,0.160066966922008,0.423662054711347,4001.633669,6.68931572437286,1449.95874166489,0.3
S82,119.6513889,-31.40166944,4441.16980469226,1869.66653029835,2571.50327439391,20.7211055800917,0.149233167818616,0.608156203474977,4007.811212,6.38913886260986,1480.38993489742,0.3
S83,119.6478611,-31.39997222,4521.0887027979,3153.0222367031,1368.06646609481,20.7211055800917,0.149233167818616,0.295996061747802,4013.586931,6.68612759399414,1507.0295675993,0.3
S84,142.149037,-31.346337,4557.66117167472,3262.52496771502,1295.1362039597,22.1350720404887,0.126864635576515,0.314917122040073,4000.232291,6.56907709312439,1519.22039055824,0.3
S85,142.137072,-31.343494,4608.02632963656,3396.70779744653,1211.31853219003,22.1350720404887,0.126864635576515,0.288649811612646,3984.760582,6.5030851316452,1536.00877654552,0.3
S86,144.36749,-31.332078,4552.52362954617,3616.43962414857,936.084005397603,23.1554334780547,0.14818015320508,0.41395499496802,4031.093474,6.7854611287117,1517.50787651539,0.3
S87,120.3419386,-31.25283625,4395.60053801538,1223.72815433601,3171.87238367938,20.7912954146601,0.110296953364773,0.198992585107002,4013.453464,6.49755678367615,1465.20017933846,0.3
S88,120.3261083,-31.23911389,4550.21301090717,3396.30427978342,1153.90873112375,20.7912954146601,0.110296953364773,0.462475796591561,3986.063899,6.11401756191254,1516.73767030239,0.3
S89,120.3298333,-31.23180833,4584.28785932064,3310.27547660982,1274.01238271082,20.7912954146601,0.110296953364773,0.382155862464755,3952.972849,5.88509564781189,1528.09595310688,0.3
S90,132.1347833,-30.81430556,4371.55032563211,3355.037075333,1016.51325029911,21.6791012134974,0.127905336394108,0.263785487935724,3961.371581,6.57699088001251,1457.18344187737,0.3
S91,138.633464,-30.784572,4098.35610365868,3057.07390234185,1041.28220131683,20.5393644026915,0.151941096722143,0.326068289376284,4015.121992,6.68385171413422,1366.11870121956,0.3
S92,138.7976,-30.77565,4033.21753263474,2887.02100799012,1146.19652464462,20.0578235729554,0.154764939990518,0.447081251923381,3996.111091,6.762784532547,1344.40584421158,0.3
S93,138.798101,-30.775215,4044.63577938081,3052.28711774541,992.348661635397,20.0578235729554,0.154764939990518,0.447081251923381,3994.952539,6.88733299064636,1348.21192646027,0.3
S94,139.07414,-30.598997,4297.77591276168,3625.08908537947,672.686827382203,20.7906321248264,0.155332680423518,0.366399663980171,4029.133458,6.55140767431259,1432.59197092056,0.3
S95,120.6600417,-30.50148611,4571.89863324165,3052.91384379552,1518.98478944612,21.2155606291223,0.150025974998129,0.245102016118971,3951.28749,5.61876148796082,1523.96621108055,0.3
S96,120.6581361,-30.48758333,4541.7551422119,3285.1686614095,1256.5864808024,21.2155606291223,0.150025974998129,0.306088400662059,4008.401226,5.9810433921814,1513.9183807373,0.3
S97,120.6429056,-30.43612778,4499.59407663345,2846.94560795068,1652.64846868277,21.2155606291223,0.150025974998129,0.449503809333699,3960.910403,5.53101200389862,1499.86469221115,0.3
S98,139.233393,-30.219088,4203.04689216615,3420.81655280799,782.230339358161,21.680723132969,0.143091656893813,0.257100248687942,4031.687417,6.69314675045013,1401.01563072205,0.3
S99,149.597005,-30.201682,4186.56206023692,3790.2088464223,396.353213814618,21.0815077725379,0.25355286074307,1.1856967504221,4077.957353,6.95490341472626,1395.52068674564,0.3
S100,149.596892,-30.201348,4214.39413118361,3775.70927641546,438.68485476815,21.0815077725379,0.25355286074307,1.1856967504221,4075.168127,6.8981520614624,1404.79804372787,0.3
S101,149.597435,-30.201162,4186.56206023692,3920.75317333845,265.808886898466,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3
S102,149.597383,-30.200981,4186.56206023692,3813.75209875766,372.809961479263,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3
S103,149.597209,-30.200928,4186.56206023692,3868.74052759055,317.821532646366,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3
S104,120.63275,-30.19530556,4477.1146169901,2480.12537974464,1996.98923724545,22.1632073799602,0.13682289093495,0.426036625329574,3968.143837,5.70722266578674,1492.3715389967,0.3
S105,120.6414669,-30.19279417,4442.94383955003,2677.35186618558,1765.59197336445,22.1632073799602,0.13682289093495,0.357981435736208,3964.936595,5.76653534698486,1480.98127985001,0.3
S106,120.6551389,-30.192,4497.84341204166,3402.29783784136,1095.5455742003,22.1632073799602,0.13682289093495,0.352096401926292,3993.709788,5.80927936124802,1499.28113734722,0.3
S107,120.6441389,-30.18542222,4478.50612664223,2238.13978626681,2240.36634037541,22.1632073799602,0.13682289093495,0.44286953447946,3968.505909,5.83578876399994,1492.83537554741,0.3
S111,138.015659,-29.977955,4529.63730812073,3653.25915647433,876.378151646397,22.8822642330181,0.135690296179854,0.138819085759912,3967.294662,6.21650031661987,1509.87910270691,0.3
S112,137.955068,-29.971013,4515.30365109444,3851.43665508895,663.866996005487,22.8822642330181,0.135690296179854,0.115578636125458,4001.441717,6.44061191511154,1505.10121703148,0.3
S113,138.849703,-29.754839,4530.70757281779,3747.18327827803,783.524294539762,23.1323608054495,0.079868677795244,0.108847892806348,4009.426529,6.78874010229111,1510.23585760593,0.3
S114,138.849323,-29.456155,4675.77794158458,2561.97867231255,2113.79926927203,23.6251461353561,0.075716753582687,0.146282181800035,3984.353944,6.56860015296936,1558.59264719486,0.3
S115,142.26526,-29.444932,4549.49516630172,3419.06872223877,1130.42644406295,23.4611577047517,0.106107297618751,0.260315904384061,4019.303499,6.80916623210907,1516.49838876724,0.3
S116,134.68572,-29.0020333,4611.02322542667,3520.72892498312,1090.29430044355,23.4292670858597,0.073891774999792,0,4011.596634,6.20264215087891,1537.00774180889,0.3
S120,120.9661222,-28.143125,4699.49863350389,2745.77332711364,1953.72530639026,24.2397549675209,0.130120039756801,0.368641149121275,3853.17731,5.31903429985046,1566.4995445013,0.3
S121,121.0137056,-28.06511111,4585.62731087208,2891.43490156095,1694.19240931113,24.4388606224684,0.113673919371876,0.340106453410518,3928.838744,5.63226070833206,1528.54243695736,0.3
S122,120.54617,-28.0505167,4758.58997082711,3719.66126991356,1038.92870091355,24.1012639335945,0.117866877094926,0.255985727474611,3983.568912,5.15426140022278,1586.19665694237,0.3
S123,134.8927156,-27.78842417,4400.9418257475,3535.04664165579,865.895184091706,24.4636099508446,0.074676476948541,0.241636125458492,3985.835218,6.03460434770584,1466.9806085825,0.3
S128,134.9996944,-26.27772222,4451.794952631,3206.70960418254,1245.08534844847,25.61837829262,0.073488497143,0.264675491345826,4007.262691,6.07263255119324,1483.931650877,0.3
S129,120.7392,-25.05720278,4505.6283377409,2657.82011727186,1847.80822046904,25.7943588924653,0.086626427460472,0.22137391354975,3908.906615,5.16984371900559,1501.8761125803,0.3
S130,133.6596972,-24.91711111,4636.29830646516,3599.77880587445,1036.51950059071,25.8532612845273,0.083893430146967,0.380395002120917,3834.728783,5.47586337995529,1545.43276882172,0.3
S131,144.824113,-24.821378,4382.49889612198,3621.60651743779,760.892378684182,24.909319821843,0.163777827681713,0.446538575741697,4053.041509,6.15305796098709,1460.83296537399,0.3
S132,144.683938,-24.733204,4630.05393075942,3477.89196978816,1152.16196097126,24.909319821843,0.163777827681713,0.546721610899019,3865.562193,5.11703063297272,1543.35131025314,0.3
S133,143.165384,-24.115908,4462.92832589148,3309.6611778927,1153.26714799878,27.8043884148015,0.197493999051825,0.446730048822683,4003.04132,5.8828089556694,1487.64277529716,0.3
S134,143.353903,-24.090758,4321.23482465745,3547.14656092399,774.088263733463,27.8904346175279,0.281171548934967,0.469821514418079,4068.750655,6.90766396665573,1440.41160821915,0.3
S135,138.0989083,-23.87908889,4518.77400076389,2515.84881121124,2002.92518955265,27.7994975339139,0.089949222746214,0.161195328159959,3951.548544,5.47990047073364,1506.25800025463,0.3
S136,144.095436,-23.657733,4318.47593593596,3744.14279078412,574.333145151841,27.4220394906472,0.264051201437233,0.655189273149188,4064.501909,6.9180904788971,1439.49197864532,0.3
S137,120.4791389,-23.3847,4671.58156442643,3367.56544492467,1304.01611950176,28.3924994011528,0.13658696592393,0.731456338215602,3999.195884,5.63969912862778,1557.19385480881,0.3
S138,138.2527333,-23.34405833,4563.18330574035,3595.6962523255,967.487053414853,27.7285238416049,0.089178385774052,0.351717443920453,3969.371163,5.60620378684998,1521.06110191345,0.3
S139,120.2171194,-23.30198611,4128.19193243979,2367.20798290078,1760.983949539,28.8688361778576,0.139498037111893,0.225661010887375,2636.03469,5.80788063812256,1376.06397747993,0.3
S140,138.2265417,-23.23618889,4524.79142117499,3397.59935265136,1127.19206852363,27.7285238416049,0.089178385774052,0.21642206252963,3964.195722,5.45434285354614,1508.26380705833,0.3
S141,119.2379306,-23.18566389,4492.3963522911,2673.79190205117,1818.60445023992,27.8834340561087,0.134979917824854,0.271601700060716,3988.412993,5.79323120927811,1497.4654507637,0.3
S142,119.2653417,-23.14604722,4964.2444102764,2836.83547889629,2127.40893138011,28.2537885320758,0.136237621744808,0.453857170779583,4000.427459,5.51947819137573,1654.7481367588,0.3
S143,119.6314389,-22.76692778,4499.51526653766,3394.39805305303,1105.11721348463,29.6591796375311,0.139688062978766,0.273506662175313,3990.570843,5.86389163923264,1499.83842217922,0.3
S144,118.268075,-22.72358889,4519.60316991807,2132.68909629199,2386.91407362608,27.5884973259808,0.143806792757276,0.6890559048831,3944.110613,5.22169215154648,1506.53438997269,0.3
S145,119.9177389,-22.66193611,4436.39216530323,3277.4494526166,1158.94271268663,30.0955822292088,0.133207122123246,0.600208319817684,4012.311697,6.14626997280121,1478.79738843441,0.3
S146,118.2248548,-22.63589903,4491.86956357956,3372.52031082948,1119.34925275008,27.27605523118,0.147845289484409,0.49129560595853,4004.367355,5.87972307825089,1497.28985452652,0.3
S147,143.140361,-22.508506,4335.77225768565,3594.28525412205,741.487003563603,28.3249403440045,0.195817027222597,0.595629280302085,4035.902375,6.3120586013794,1445.25741922855,0.3
S148,143.025676,-22.504689,4305.48751544952,3681.47490593938,624.012609510139,28.2996109239714,0.126873851169831,0.613991732581447,4070.448093,7.05324500465393,1435.16250514984,0.3
S149,117.9992861,-21.891925,4404.44270110131,3314.47876042652,1089.96394067479,30.3908855661186,0.135740000499039,0.374258706157314,4027.60962,5.87249024105072,1468.14756703377,0.3
S150,117.8244056,-21.87279722,4520.27088046074,2934.28586387093,1585.98501658981,30.4665130748309,0.16436585406426,0.621454807828264,4034.258247,5.91233287715912,1506.75696015358,0.3
S151,117.97935,-21.85703333,4551.96503305434,3291.54221528114,1260.4228177732,30.3908855661186,0.135740000499039,0.416572165248563,3993.416609,5.3920185790062,1517.32167768478,0.3
S152,116.9739917,-21.67714167,4573.72921371459,2988.86724631768,1584.8619673969,30.7144767572423,0.162376034466984,0.432358929893289,4000.163239,5.36980122518539,1524.57640457153,0.3
S153,117.120475,-21.61443333,4409.04160237311,2944.55397763564,1464.48762473747,30.6250132869227,0.204682294915621,0.361796404421489,4014.617549,6.19615615463257,1469.68053412437,0.3
S154,117.1161361,-21.60643889,4438.05738759042,3174.40396547842,1263.65342211201,30.6250132869227,0.204682294915621,0.368592501102045,4012.81957,6.18738625574112,1479.35246253014,0.3
S155,117.0973556,-21.58141944,4666.29373311996,3402.2389769149,1264.05475620506,30.6250132869227,0.204682294915621,0.596397434937745,4000.631502,5.66648113393784,1555.43124437332,0.3
S156,117.0562583,-21.57123889,4771.13498497008,3591.11555821872,1180.01942675136,30.6250132869227,0.204682294915621,0.728374774392628,4004.124323,5.58214837646484,1590.37832832336,0.3
S157,117.1698361,-21.39493056,4540.62019228935,3214.29873647502,1326.32145581433,30.6349557060991,0.134275536259367,0.623548269581056,4032.848112,5.56255686283112,1513.54006409645,0.3
S159,143.762992,-20.030536,4611.39736640454,3747.06750216879,864.32986423575,26.0231889737256,0.094420765027322,0.850138566592643,3982.598135,5.15268965101242,1537.13245546818,0.3
S160,144.224635,-19.552058,4241.07132053376,3564.39972418187,676.671596351888,22.7975486064326,0.269248284552237,1.37586678976304,4077.872098,5.47828958511353,1413.69044017792,0.3
S161,144.2105,-19.538269,4149.05194616319,3740.59178928511,408.460156878082,23.1471217656012,0.326598518684865,1.61140962813251,4077.492813,5.71012123441696,1383.01731538773,0.3
S162,144.170065,-19.409461,4434.17190778257,3701.46663785601,732.705269926565,23.2688315409503,0.225479310660312,1.24503366436277,4042.447596,5.35455830192566,1478.05730259419,0.3
S163,127.87302,-17.8735667,4592.70899248122,3665.17710139554,927.531891085677,30.2409681488135,0.10542741056799,0.739285284161323,3942.013911,5.39750995635986,1530.90299749374,0.3
S164,125.2178,-17.6741333,4581.91560173034,3549.21728855758,1032.69831317276,31.3151474952383,0.194258074040805,0.778675029734428,3987.871967,5.63838086557388,1527.30520057678,0.3
S165,133.5234889,-17.52132222,4670.32951176168,3456.73867501277,1213.59083674892,30.0750224235014,0.236831424507822,0.881364244662358,3915.858171,5.3023927359581,1556.77650392056,0.3
S166,123.7349,-17.5070167,4492.9716063738,2913.94628253632,1579.02532383748,32.0165565827449,0.206924628423618,0.879467425206478,3472.547385,5.10093490457535,1497.6572021246,0.3
