site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3,NPP.gC.m2,qmax.gC.m2,pH-CaCl2,BD.mg.cm3,depth,REC-ID
GA828,129.57713,-15.25304,1942.35119764,1523.7992825,418.55191514,29.8,0.19,1.7,5552.29772398462,5.2066487,1500.04305,0.3,85
GA_bot603,129.896,-15.67,2278.30902194,1997.9998065,280.30921544,30.4,0.16,0.72,3789.75335925693,5.44491012,1482.09647,0.3,85
GA_bot352,130.03391,-15.76547,1117.84893052,965.70199725,152.14693327,31.8,0.17,1.19,3080.51129346947,5.49375116,1494.88342,0.3,85
GA_bot715,130.354,-15.447,1806.38670529,1636.7144199,169.67228539,31.8,0.18,1.19,6058.76570164563,5.54796745,1451.754,0.3,85
GA957,130.41724,-13.79816,2689.34183101,2271.2088421,418.13298891,29.3,0.24,1.12,5197.18082093866,5.21434613,1510.56015,0.3,85
GA_bot545,131.13,-15.634,2152.86109404,1955.264871,197.59622304,29.2,0.11,1.16,6857.0095977598,5.73170038,1476.15037,0.3,85
GA_bot22,115.2171,-27.53301,1522.24106812,1265.344444,256.89662412,25.1,0.1,0.16,5866.2725708634,5.70035546,1583.54828,0.3,89
GA950,115.21788,-27.5315,1533.13175983,1248.3826962,284.74906363,25.1,0.1,0.16,6610.82545797668,5.67210954,1597.65154,0.3,89
GA_bot279,115.70197,-28.17645,1614.25781755,1365.5402378,248.71757975,24.8,0.11,0.39,5659.12702949359,6.34438999,1505.36658,0.3,89
GA_bot450,116.386,-28.894,1647.45968386,1375.4583401,272.00134376,24.3,0.09,0.2,6139.71315935873,5.8976529,1561.9607,0.3,89
GA_bot583,116.714,-29.545,1723.5528376,1477.8154672,245.7373704,23.6,0.1,0.3,5841.82940722728,6.06061212,1519.70843,0.3,89
GA1097,117.79922,-29.742,1767.224839,1357.5812614,409.6435776,23.4,0.1,0.17,4966.91597028696,5.90948631,1537.90337,0.3,89
