site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3,NPP.gC.m2,qmax.gC.m2,pH-CaCl2,BD.mg.cm3,depth,REC-ID
NSW001546,147.993176,-31.730787,2603.57013331,2121.8459036,481.72422971,20.6,0.23,1.05,6389.48935069696,6.36126507,1482.63906,0.3,25
NSW001537,147.99321,-31.742849,3123.24510305,2526.6235971,596.62150595,20.6,0.23,0.93,6416.68807674526,6.27547349,1461.90333,0.3,25
NSW001570,148.014403,-31.659927,2705.12809032,2250.8963862,454.23170412,20.9,0.31,1.09,6370.59794702786,6.28920392,1493.39543,0.3,25
NSW002132,148.017509,-31.658503,2579.1805491,2183.537145,395.6434041,20.9,0.31,0.96,6368.9010202212,6.46062596,1469.754,0.3,25
NSW001567,148.047107,-31.886471,2448.7376901,2065.8996136,382.8380765,20.4,0.25,1.04,6420.04618363173,6.35355693,1467.68767,0.3,25
NSW001561,148.047631,-31.886016,2790.02139177,2077.6181962,712.40319557,20.4,0.25,0.98,6411.93687281296,6.28344256,1467.90519,0.3,25
NSW002144,148.049913,-31.840186,2527.94636113,2151.3865383,376.55982283,20.4,0.25,0.87,6436.24025892305,6.60552247,1458.41168,0.3,25
NSW001582,148.051683,-31.849915,3021.53706138,2495.2974898,526.23957158,20.4,0.25,1.18,6403.28494884506,6.25336672,1452.16439,0.3,25
NSW001597,148.055385,-31.842811,2578.19084878,2179.7075788,398.48326998,20.4,0.25,1.01,6429.40764450253,6.59295883,1447.36253,0.3,25
NSW001525,148.064885,-31.614741,2288.70203673,1884.6634558,404.03858093,20.9,0.31,1.07,6381.51139444718,6.59864567,1473.88878,0.3,25
NSW001564,148.066179,-31.797145,2534.49184462,1917.4833467,617.00849792,20.4,0.25,1.1,6377.86628454231,6.18069839,1469.93925,0.3,25
NSW002138,148.069414,-31.606069,2323.08496987,1974.2658238,348.81914607,20.9,0.31,0.92,6370.79618360158,6.17822256,1508.40203,0.3,25
DECCW0061,148.070027,-31.611766,2279.56261926,1855.3013868,424.26123246,20.9,0.31,0.92,6388.71720024406,6.1666619,1526.44163,0.3,25
NSW001576,148.074241,-31.805567,2415.17093697,2021.1840857,393.98685127,20.4,0.25,1.06,6414.48080498953,6.47630396,1456.62156,0.3,25
DECCW0065,148.079644,-31.633905,1982.61412891,1666.631039,315.98308991,20.9,0.31,0.99,6383.31245772152,6.91484469,1456.27816,0.3,25
DECCW1705,148.08092,-30.211992,1860.60601038,1381.7623455,478.84366488,23.4,0.26,0.75,6373.94529936819,7.06051717,1364.39444,0.3,25
DECCW1717,148.081765,-30.21138,1956.81180791,1424.4312607,532.38054721,23.4,0.26,0.79,6364.09083713044,6.9268165,1386.65893,0.3,25
NSW001555,148.082031,-31.799583,2547.62928449,2052.1657186,495.46356589,20.4,0.25,0.98,6399.7119526921,6.38094723,1468.66771,0.3,25
DECCW1725,148.090703,-30.212606,1824.03918175,1598.2191419,225.82003985,23.4,0.26,0.82,6396.82333990412,7.37225754,1359.91076,0.3,25
NSW001540,148.091248,-31.572865,2255.06378021,1847.1129447,407.95083551,20.9,0.31,1.03,6350.02377652137,6.17706724,1498.18239,0.3,25
DECCW1645,148.107294,-30.137237,1902.70633947,1620.628445,282.07789447,23.4,0.26,0.71,6378.91271368154,7.1357391,1400.9663,0.3,25
NSW002543,148.141884,-30.052246,1673.55578363,1311.931609,361.62417463,23.3,0.27,0.78,6370.22641557701,7.08207324,1385.40289,0.3,25
NSW002456,148.143809,-30.046481,1641.60206718,1047.5456941,594.05637308,23.3,0.27,0.83,6394.23223640412,7.55153122,1382.2977,0.3,25
GA_bot377,148.147557,-29.974752,3400.64907384,3045.4536483,355.19542554,23.3,0.27,0.46,6104.38978245478,6.80548507,1461.72981,0.3,25
DECCW0789,148.15269,-29.23043,1778.34231132,1549.201962,229.14034932,23.2,0.28,0.76,6364.5738953527,7.18131078,1385.73759,0.3,25
NSW001331,148.178576,-29.894513,1473.69178374,1093.5519913,380.13979244,23.3,0.27,1,6405.99988047479,7.70589569,1343.84296,0.3,25
NSW003023,148.185658,-30.055856,1496.24957083,1058.5693714,437.68019943,23.3,0.27,0.82,6386.80749024997,7.57688579,1364.45022,0.3,25
NSW001136,148.193781,-29.896461,1621.15824856,1106.2398759,514.91837266,23.3,0.27,0.65,6371.61998287762,7.41793407,1398.54105,0.3,25
NSW001328,148.207719,-30.113712,1372.84557373,937.13332451,435.71224922,23.4,0.26,0.73,6402.64494352675,7.63790081,1343.55962,0.3,25
NSW001133,148.208592,-29.990804,1710.61737387,1366.027069,344.59030487,23.3,0.27,0.53,6400.45329374529,7.50227175,1377.55659,0.3,25
DECCW1637,148.222755,-30.151336,1803.59610464,1487.2654561,316.33064854,23.2,0.27,0.67,6396.93669211826,7.33343796,1364.31888,0.3,25
DECCW1633,148.223019,-30.150837,1667.67809841,1170.4992522,497.17884621,23.2,0.27,0.67,6396.93669211826,7.33343796,1364.31888,0.3,25
DECCW1109,148.237043,-29.884945,2139.32644787,1282.1284329,857.19801497,23.4,0.26,0.56,6368.83620057417,7.04282798,1422.59449,0.3,25
NSW002540,148.249938,-31.288728,2243.24234551,1934.6341701,308.60817541,21.4,0.3,0.83,6377.43010371552,6.46527976,1466.40252,0.3,25
DECCW1629,148.27146,-30.193292,1715.75073042,1360.6169228,355.13380762,23.2,0.27,0.93,6374.10274155664,7.55560989,1354.60794,0.3,25
DECCW1625,148.271906,-30.193224,1775.17873506,1356.3191013,418.85963376,23.2,0.27,0.93,6368.94736241262,7.64586597,1349.88472,0.3,25
DECCW1449,148.27364,-29.990822,1767.97765184,1082.8194467,685.15820514,23.4,0.26,0.63,6414.28411840526,7.65509597,1377.94526,0.3,25
DECCW0557,148.273831,-29.991217,1541.77295363,1048.0343576,493.73859603,23.4,0.26,0.59,6411.9633245166,7.64994775,1385.0224,0.3,25
GA_bot218,148.291413,-30.715475,3605.28469277,3036.9235858,568.36110697,22.4,0.31,1.03,6348.67028432486,6.51250667,1397.4702,0.3,25
DECCW0785,148.320291,-29.778165,2027.63839226,1199.4162349,828.22215736,23.1,0.28,0.5,6352.96833904558,7.04546154,1423.94884,0.3,25
NSW003044,148.324513,-29.970279,1764.11015282,1280.6917799,483.41837292,23.4,0.26,0.72,6408.887730623,7.41531998,1367.96249,0.3,25
NSW002510,148.325851,-29.97817,1800.31054759,1448.9803621,351.33018549,23.4,0.26,0.69,6411.883920716,7.39066098,1385.17632,0.3,25
DECCW0585,148.347274,-30.005709,1774.04362161,1552.4805642,221.56305741,23.4,0.26,0.82,6404.21685462629,7.46993995,1400.4773,0.3,25
DECCW0553,148.356722,-29.959448,1724.75726342,1430.8739546,293.88330882,23.4,0.26,0.57,6399.69455207195,7.27676552,1368.11178,0.3,25
DECCW1293,148.357138,-29.95957,1775.97248614,1148.418112,627.55437414,23.4,0.26,0.57,6399.69455207195,7.27676552,1368.11178,0.3,25
NSW002192,148.374287,-30.785892,1963.1291179,1624.6285881,338.5005298,22.1,0.32,1.13,6398.21662142006,7.00941893,1411.22556,0.3,25
NSW002276,148.383264,-30.802722,2054.17796772,1649.9661044,404.21186332,22.1,0.32,0.94,6322.04234220833,6.60538341,1460.18864,0.3,25
GA_bot345,148.391178,-30.147232,3592.78293809,3031.019982,561.76295609,23.2,0.27,0.62,6293.45908425467,6.49308525,1383.69876,0.3,25
GA_bot96,148.3915,-30.147755,3796.7355741,3270.0243392,526.7112349,23.2,0.27,0.6,6382.93612096866,6.70234604,1397.81754,0.3,25
NSW002174,148.407561,-31.599083,2196.65032534,1770.4549029,426.19542244,20.9,0.28,0.86,6384.53312548625,6.63922344,1456.96498,0.3,25
DECCW1665,148.409576,-30.243536,2270.0448836,1776.749184,493.2956996,23.2,0.27,0.74,6386.47223527935,7.23799801,1392.29565,0.3,25
DECCW1621,148.411155,-30.243492,1978.37345709,1475.952325,502.42113209,23.2,0.27,0.74,6357.70498405453,7.1027891,1357.6407,0.3,25
NSW003486,148.411456,-30.238417,2003.25482827,1222.9820766,780.27275167,23.2,0.27,0.51,6404.90001448354,7.31597424,1362.66277,0.3,25
DECCW1701,148.430476,-30.018311,1663.93063967,1404.0024393,259.92820037,23.4,0.26,0.83,6392.48002308939,7.4717962,1352.19986,0.3,25
DECCW1721,148.431298,-30.018456,1683.91449255,1429.6863591,254.22813345,23.4,0.26,0.76,6396.79841221574,7.62899521,1377.53246,0.3,25
NSW002273,148.43705,-31.412484,2478.24958836,2158.8131798,319.43640856,21.4,0.3,0.91,6355.75022232025,6.57624859,1469.44062,0.3,25
NSW002537,148.446223,-31.415259,2318.89185034,1738.6743405,580.21750984,21.4,0.3,0.83,6329.16340303056,6.46044791,1464.38513,0.3,25
NSW002546,148.452397,-29.927939,1841.51981064,1224.3795075,617.14030314,22.9,0.28,0.84,6414.40005277864,7.36717123,1373.0943,0.3,25
DECCW0581,148.470842,-30.021205,1888.97220942,1668.2548386,220.71737082,22.9,0.28,0.62,6406.13251788854,7.67626084,1351.51459,0.3,25
NSW002270,148.48036,-30.810085,1992.67474074,1328.5105189,664.16422184,21.7,0.22,1.13,6311.01803934002,6.48702011,1476.08173,0.3,25
NSW002168,148.497548,-31.523762,2132.35670456,1545.0731115,587.28359306,20.3,0.19,1.02,6396.67704068844,6.64151946,1445.9603,0.3,25
NSW002162,148.507515,-31.517475,2580.53268165,2334.92032,245.61236165,20.3,0.19,1.13,9232.07891497492,6.15999506,1462.72375,0.3,25
NSW002900,148.515949,-31.558529,2307.30341642,1806.0819852,501.22143122,20.3,0.19,0.91,6392.08424827376,6.70899463,1418.95603,0.3,25
NSW002903,148.524365,-31.566151,2089.1584778,1610.8421765,478.3163013,20.3,0.19,0.91,9244.7270292383,6.26356735,1450.86039,0.3,25
GA_bot4,148.580897,-29.54689,3624.73734091,2839.77681,784.96053091,22.6,0.24,0.41,6349.32059588253,6.71952494,1410.77353,0.3,25
GA_bot117,148.584412,-29.654482,2943.56700347,2322.3234735,621.24352997,23,0.28,0.41,6408.64686833961,6.83073531,1383.11313,0.3,25
NSW002267,148.62081,-31.272576,2637.51299339,2150.5246952,486.98829819,21.2,0.18,1,9163.80276208713,5.88002128,1499.7275,0.3,25
NSW002264,148.629108,-30.89111,2153.45437679,1720.5982421,432.85613469,21.7,0.22,1.05,9165.96476906526,6.32042729,1468.79778,0.3,25
NNSW386,148.69,-29.87,2894.17414278,2538.764659,355.40948378,22.3,0.3,0.64,6403.07160827538,7.11827842,1392.60887,0.3,25
DECCW1473,148.720831,-30.373715,2286.93751938,1977.0283352,309.90918418,21,0.13,0.52,9200.66486147778,6.57436491,1487.60882,0.3,25
NSW002516,148.724625,-29.767698,2219.96761255,1880.5831018,339.38451075,22.8,0.29,0.73,6414.71202297579,7.03964344,1390.56852,0.3,25
NSW001316,148.729077,-29.975009,1585.21977052,1019.0166456,566.20312492,22.3,0.3,0.99,6420.76374600307,7.29508071,1381.56272,0.3,25
NSW001121,148.747534,-29.979755,1946.73506483,1740.6325282,206.10253663,22.3,0.3,0.69,6413.97496364566,7.58992262,1352.65288,0.3,25
GA861,148.76169,-28.92558,2282.54200849,2018.8566985,263.68530999,22.9,0.21,0.45,9227.65780796439,6.32837021,1445.84795,0.3,25
NSW002444,148.767312,-29.851578,1789.64766486,1424.1070032,365.54066166,22.8,0.29,0.76,6417.31482059817,7.59718693,1372.18756,0.3,25
NSW002531,148.78428,-29.787109,2168.05950031,1782.8677106,385.19178971,22.8,0.29,0.69,6376.69262865079,6.91693147,1408.99903,0.3,25
NSW001100,148.786946,-29.491033,2029.77491769,1806.1457887,223.62912899,22.7,0.3,0.81,6419.25783448546,7.599776,1371.86491,0.3,25
NSW001295,148.806047,-29.456749,1736.53669386,1416.3636064,320.17308746,22.7,0.3,0.79,6405.0741861535,7.64533087,1342.82182,0.3,25
GA_bot677,148.84,-28.333,2507.36711637,2204.801149,302.56596737,24,0.18,0.54,9229.92256009063,6.04166694,1450.21393,0.3,25
NSW001115,148.854602,-29.684637,1697.71779847,1279.0930228,418.62477567,22.8,0.29,0.81,6424.99621065641,7.64526882,1336.28666,0.3,25
NSW001313,148.857924,-29.596051,1868.81088509,1634.2308193,234.58006579,22.7,0.3,1.46,6421.4465559008,7.67527372,1327.9605,0.3,25
NNSW162,148.85827,-29.43563,2174.61420726,1915.9372571,258.67695016,22.7,0.3,1.09,6421.99161501502,7.76973944,1313.2736,0.3,25
NSW001310,148.889343,-29.66814,1925.75588497,1707.4884078,218.26747717,22.8,0.29,0.67,6420.66076117573,7.65359519,1340.43002,0.3,25
NSW001118,148.892687,-29.666324,1763.40118808,1565.1436136,198.25757448,22.8,0.29,0.72,6436.53812126972,7.86588078,1314.58398,0.3,25
NSW003038,148.905074,-29.942437,1957.2325253,1258.3834512,698.8490741,22.2,0.3,0.76,6371.98807041028,7.07193295,1397.32011,0.3,25
GA_bot11,149.000523,-29.128207,2778.7403361,2215.0001501,563.740186,22.8,0.3,0.63,6428.68004798877,6.99848729,1392.66214,0.3,25
NSW001148,149.027156,-29.131115,1595.52400495,1203.0207544,392.50325055,22.8,0.3,1.03,6432.89994848921,7.41509733,1344.00218,0.3,25
DECCW1261,149.028481,-29.407711,1894.15202435,1487.3699981,406.78202625,22.7,0.3,0.81,6415.83589389117,7.34785649,1349.22566,0.3,25
NSW001343,149.029172,-29.154733,1763.86446726,1213.6182247,550.24624256,22.8,0.3,0.89,6410.80985538528,7.03914842,1411.73175,0.3,25
GA_bot298,149.073982,-29.023315,3139.47390395,2494.3805664,645.09333755,22.8,0.3,0.53,5955.33105627902,5.85836973,1415.80215,0.3,25
DECCW1253,149.1592,-29.588612,2217.55361321,1634.9673515,582.58626171,22.5,0.3,1,6377.13921612597,7.22189714,1401.3492,0.3,25
DECCW1249,149.159227,-29.589866,2121.85600876,1705.5665685,416.28944026,22.5,0.3,1.03,6415.3047665688,7.2069193,1395.29824,0.3,25
NNSW171,149.17455,-29.48496,2197.13621247,1987.1778495,209.95836297,22.5,0.3,1.65,6428.52100651698,7.61570568,1341.2416,0.3,25
NSW001097,149.198472,-28.825043,1475.33973378,987.2715488,488.06818498,23.2,0.28,0.61,6424.79592872286,7.31596847,1350.81291,0.3,25
DECCW1281,149.201729,-30.168504,3198.28874437,2489.1908637,709.09788067,21.4,0.21,1.08,6379.89368639806,6.88218597,1292.63776,0.3,25
DECCW1285,149.201738,-30.168928,3648.7246295,2593.9716212,1054.7530083,21.4,0.21,0.79,6379.89368639806,6.88218597,1292.63776,0.3,25
DECCW1289,149.21323,-30.108897,2186.40823532,1615.2231923,571.18504302,21.4,0.21,0.71,6426.267605213,7.11265737,1352.46267,0.3,25
NSW001301,149.213459,-28.843312,1810.7039238,1669.2093304,141.4945934,23.2,0.28,1.48,6438.98678321778,7.43924226,1346.46969,0.3,25
DECCW1697,149.227163,-29.690462,2197.34532549,1512.6029253,684.74240019,22.3,0.3,0.65,6428.17711571852,7.27364267,1373.04116,0.3,25
DECCW1277,149.228312,-30.112395,2308.5962899,1601.733448,706.8628419,21.4,0.21,0.95,6418.04800299343,6.99042757,1373.6502,0.3,25
DECCW1273,149.228967,-30.112474,2201.88941393,1647.4989743,554.39043963,21.4,0.21,0.94,6433.97836295013,7.11078396,1375.40425,0.3,25
DECCW1677,149.267422,-29.508924,1767.39788576,1472.7708715,294.62701426,22.5,0.3,0.76,6422.93313311096,7.58859704,1326.87907,0.3,25
NSW001340,149.292707,-29.070257,1769.14228867,1476.9186928,292.22359587,22.8,0.3,0.91,6434.12606677138,7.26440262,1356.838,0.3,25
NSW001298,149.311102,-30.194297,2106.53332806,1864.0561091,242.47721896,21.4,0.21,1.61,6438.00536791021,7.33890478,1339.78745,0.3,25
NSW003014,149.313418,-29.718473,2074.33234646,1634.2534412,440.07890526,22.3,0.3,0.75,6414.86357193577,7.15878398,1382.02356,0.3,25
GA_bot46,149.318352,-29.731212,2819.93671651,2384.7168945,435.21982201,22.3,0.3,0.73,6424.65111476951,7.03772514,1383.5487,0.3,25
NSW001145,149.319128,-29.072428,1774.20586627,1591.1090616,183.09680467,22.8,0.3,1.12,6422.06946893782,7.4156881,1359.1664,0.3,25
NNSW116,149.35972,-29.35182,2041.33350891,1823.9171241,217.41638481,22.7,0.3,0.97,6434.49521706644,7.4147291,1369.42885,0.3,25
NSW001304,149.437301,-29.07562,1689.03363222,1432.7123125,256.32131972,22.8,0.3,1.42,6426.4333189506,7.23748002,1373.68057,0.3,25
NNSW392,149.44,-29.57,3289.61937415,2786.945583,502.67379115,22.3,0.3,0.9,6396.66762736482,6.68959405,1423.39723,0.3,25
NSW001109,149.440073,-29.07557,1881.85027926,1665.5370071,216.31327216,22.8,0.3,1.43,6425.77769729414,7.2689765,1372.78696,0.3,25
NNSW135,149.45297,-29.60535,2291.31284736,2093.5664264,197.74642096,22.3,0.3,0.73,6412.76851307943,7.16649541,1390.54598,0.3,25
NSW001112,149.478866,-29.349934,2042.30092761,1449.5726585,592.72826911,22.7,0.3,1.16,6420.55314810253,7.42848702,1389.00659,0.3,25
NSW001307,149.478975,-29.349336,1868.52195808,1339.4006645,529.12129358,22.7,0.3,1.16,6420.55314810253,7.42848702,1389.00659,0.3,25
NSW001280,149.481475,-29.436189,1888.15362306,1605.8946937,282.25892936,22.3,0.3,1.6,6422.71119243858,7.28235531,1387.02668,0.3,25
NSW001130,149.499355,-30.163043,2179.86288061,1877.892612,301.97026861,21.3,0.25,1.25,6435.62187316238,7.17213956,1373.37186,0.3,25
NSW001325,149.499971,-30.176345,3297.8764716,2857.836207,440.0402646,21.3,0.25,1.18,6424.95506997409,6.8982035,1396.68821,0.3,25
GA_bot571,149.502,-30.197,4131.03496817,3570.2517445,560.78322367,21.3,0.25,0.85,6400.26984946982,6.65115522,1395.03305,0.3,25
NNSW174,149.50297,-29.35436,2218.38040337,1994.4362437,223.94415967,22.7,0.3,1.95,6422.72296253568,7.36244211,1381.83776,0.3,25
NSW001085,149.506163,-29.411695,2090.09803398,1743.6832001,346.41483388,22.7,0.3,1.09,6392.43573897446,7.04613732,1388.53676,0.3,25
NSW002552,149.52111,-29.236289,2309.37705251,1897.9022388,411.47481371,22.7,0.3,0.88,6374.61991340327,6.78092691,1421.56965,0.3,25
NSW001274,149.535219,-30.081887,1864.41159122,1658.9774089,205.43418232,21.8,0.31,0.92,6432.84763368638,7.19672866,1336.4075,0.3,25
NSW002462,149.554752,-29.214731,2240.80218848,1824.4383747,416.36381378,22.7,0.3,0.78,6363.28475304751,6.70773082,1408.29816,0.3,25
NSW001103,149.614287,-28.606138,2454.53834938,2120.4770802,334.06126918,22.6,0.31,0.62,6423.24210368551,6.79537901,1448.20906,0.3,25
NSW001124,149.620195,-29.585515,2417.74474718,1863.4038597,554.34088748,22.3,0.3,1,6410.59043105937,6.98622097,1421.01693,0.3,25
NNSW44,149.65593,-29.33535,2182.82831801,1986.9864455,195.84187251,22.7,0.3,1.83,6422.78122271877,7.06934232,1404.8648,0.3,25
NSW002555,149.736841,-29.166622,2039.94566559,1665.3164557,374.62920989,23.5,0.27,0.88,6410.83067062835,6.8153743,1430.52463,0.3,25
NSW002465,149.737037,-29.169351,2015.46242333,1439.5062733,575.95615003,23.5,0.27,0.76,6420.09292670863,6.91049817,1425.29112,0.3,25
NSW001277,149.766088,-29.29159,1914.18390584,1694.8642984,219.31960744,22.7,0.3,1.59,6432.84861771895,7.31580718,1362.92031,0.3,25
NSW001082,149.777211,-29.321973,1980.79425021,1695.6164307,285.17781951,22.7,0.3,0.83,6409.86384047557,6.93061178,1425.29041,0.3,25
NSW002999,149.902533,-29.401102,2294.67272468,1723.2176842,571.45504048,22.6,0.3,1.22,6415.84403960514,7.0262254,1399.99199,0.3,25
NNSW5,149.92083,-29.4125,2714.58459832,2404.1643023,310.42029602,22.6,0.3,1.09,6405.28865372409,6.67912476,1422.71143,0.3,25
NSW001289,150.293831,-28.632543,2267.1245325,1913.7604523,353.3640802,22.1,0.23,1.75,6417.05170479742,6.83867267,1410.59008,0.3,25
DECCW1269,150.339853,-28.670649,2544.46275224,1995.2632531,549.19949914,22.1,0.23,0.89,6361.25994706478,6.73127035,1440.55817,0.3,25
S99,149.597005,-30.201682,4186.56206023692,3790.2088464223,396.353213814618,21.0815077725379,0.25355286074307,1.1856967504221,4077.957353,6.95490341472626,1395.52068674564,0.3,25
S100,149.596892,-30.201348,4214.39413118361,3775.70927641546,438.68485476815,21.0815077725379,0.25355286074307,1.1856967504221,4075.168127,6.8981520614624,1404.79804372787,0.3,25
S101,149.597435,-30.201162,4186.56206023692,3920.75317333845,265.808886898466,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3,25
S102,149.597383,-30.200981,4186.56206023692,3813.75209875766,372.809961479263,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3,25
S103,149.597209,-30.200928,4186.56206023692,3868.74052759055,317.821532646366,21.0815077725379,0.25355286074307,1.11125288819023,4077.957353,6.95490341472626,1395.52068674564,0.3,25
GA_bot592,143.277,-18.805,1812.55972647,1553.4971854,259.06254107,28.1,0.15,0.84,6463.9454062186,5.08839878,1515.56504,0.3,26
GA993,143.91994,-18.08401,2541.41250083,2185.3326528,356.07984803,27.4,0.15,0.95,5834.36740041744,5.26338712,1522.05685,0.3,26
GA_bot515,143.92,-18.084,2826.82058794,2463.6839516,363.13663634,27.4,0.15,0.95,6399.51808759381,5.40363599,1504.15427,0.3,26
GA_bot476,144.302,-16.993,3591.99513148,3064.755519,527.23961248,28.2,0.15,1.23,6096.8265602481,5.33031679,1446.72299,0.3,26
GA_bot556,144.576,-16.625,2693.02440978,2333.4588964,359.56551338,27.2,0.11,0.83,6769.11445662183,5.27830363,1469.49125,0.3,26
Qld1409,144.71774,-15.798,3432.06556106,2794.7959331,637.26962796,25.3,0.18,1.93,8660.05703297618,5.38074826,1471.23413,0.3,26
Qld1449,144.81568,-15.88845,3546.68395236,3045.5914276,501.09252476,25.3,0.18,1.44,10711.8615176382,5.35222908,1422.20067,0.3,26
Qld1422,144.84712,-15.91677,3668.40214863,3170.6401296,497.76201903,25.3,0.18,1.72,9678.01437149145,5.2831001,1405.1061,0.3,26
Qld1415,144.85112,-15.80387,3966.99472558,3243.6363426,723.35838298,25.3,0.18,1.95,11173.3012269106,5.35254136,1454.00429,0.3,26
GA_bot482,144.987,-18.9,2859.32014442,2532.7893444,326.53080002,24.8,0.25,1.41,8970.39346821817,5.48050678,1517.8272,0.3,26
Qld1290,145.19712,-19.83646,3207.23401797,2737.0218007,470.21221727,24.4,0.25,1.11,11468.2455788081,5.55461849,1442.17323,0.3,26
Qld1286,145.22612,-19.82146,3467.62318397,2930.5623411,537.06084287,24.4,0.25,1.1,11727.4292910293,5.72097045,1421.11556,0.3,26
Qld1295,145.31613,-20.09946,2648.21031627,2280.0892639,368.12105237,24,0.28,1.2,7321.46890838869,5.2872244,1483.911,0.3,26
Qld1269,145.40812,-19.80846,2764.12823119,2383.1331049,380.99512629,25,0.21,1.22,11847.8529123782,6.22785468,1430.32511,0.3,26
GA972,145.42615,-19.21673,2438.37422496,2088.5575618,349.81666316,25,0.25,0.93,5679.10933582155,5.31742064,1504.20148,0.3,26
Qld1301,145.46112,-20.06346,2872.34832232,2448.3150789,424.03324342,24,0.28,1.25,9570.30297034961,5.75214636,1491.18808,0.3,26
QLDR000626,145.481972,-19.008725,2588.48180841,2245.2589538,343.22285461,25.1,0.16,0.94,9064.03658943897,5.42004246,1505.96489,0.3,26
QLDR000623,145.482879,-19.007433,2879.94008287,2476.6072397,403.33284317,25.1,0.16,0.94,8981.20194687407,5.45283292,1513.78195,0.3,26
Qld1262,145.57712,-19.84646,2757.77051963,2395.9370602,361.83345943,25.3,0.21,1.19,11340.1162044962,5.79308815,1430.59023,0.3,26
GA_bot647,145.691,-19.105,1961.66991379,1729.5761748,232.09373899,24.9,0.19,0.71,6113.67395323225,5.31434313,1482.417,0.3,26
Qld1245,145.80811,-19.47945,2100.40925584,1796.2843052,304.12495064,25.1,0.18,0.96,6273.27130212836,5.60650995,1539.92693,0.3,26
GA_bot512,145.89,-19.601,2042.66052827,1813.1006332,229.55989507,25.6,0.18,0.91,5409.05997015611,5.52535079,1481.28831,0.3,26
Qld1257,145.91311,-19.25045,2525.71972528,2135.2113229,390.50840238,24.6,0.22,0.66,5629.36888981951,5.42231005,1514.74985,0.3,26
GA_bot65,146.02836,-19.81414,1880.83851613,1676.4689565,204.36955963,25.6,0.17,1,5708.13773823757,5.53015891,1512.1157,0.3,26
GA_bot521,146.434,-19.997,2019.78052166,1775.483511,244.29701066,25.6,0.17,0.95,8372.91870014451,5.29508861,1498.71607,0.3,26
QLDR000611,146.589721,-19.838592,2814.81882994,2363.7642542,451.05457574,25.3,0.18,1,8575.94641346263,5.7804918,1485.54356,0.3,26
QLDR000614,146.593587,-19.831801,2809.29966375,2493.1130744,316.18658935,25.3,0.18,1.03,8516.51761737241,5.60986597,1495.42775,0.3,26
QLDR000617,146.791239,-20.328184,2636.57094427,2270.2496391,366.32130517,25.7,0.22,1.16,8510.13021989071,5.62115807,1483.65396,0.3,26
QLDR000620,146.7926,-20.325487,2517.39601895,2188.5062684,328.88975055,25.7,0.22,1.03,8503.09341039856,5.66317806,1493.17215,0.3,26
S160,144.224635,-19.552058,4241.07132053376,3564.39972418187,676.671596351888,22.7975486064326,0.269248284552237,1.37586678976304,4077.872098,5.47828958511353,1413.69044017792,0.3,26
S161,144.2105,-19.538269,4149.05194616319,3740.59178928511,408.460156878082,23.1471217656012,0.326598518684865,1.61140962813251,4077.492813,5.71012123441696,1383.01731538773,0.3,26
S162,144.170065,-19.409461,4434.17190778257,3701.46663785601,732.705269926565,23.2688315409503,0.225479310660312,1.24503366436277,4042.447596,5.35455830192566,1478.05730259419,0.3,26
GA_bot93,131.71175,-25.22611,1245.6386128,1051.4195511,194.2190617,25.9,0.1,0.17,4604.54691010461,5.59348395,1526.15158,0.3,29
GA_bot451,132.55,-25.395,1204.91247357,1059.9330315,144.97944207,25.3,0.13,0.3,2698.8760067321,5.59571805,1527.66822,0.3,29
GA_bot98,133.10042,-25.29632,984.34308704,827.69030128,156.65278576,25.6,0.1,0.2,5643.39690864079,5.6072106,1317.33059,0.3,29
GA_bot487,133.102,-25.296,817.49915823,704.78964768,112.70951055,25.6,0.1,0.2,5315.62046864189,5.72546807,1451.5238,0.3,29
GA_bot722,133.233,-24.553,1289.17740253,1128.2217696,160.95563293,25.5,0.08,0.25,5390.5702331374,5.59003488,1538.15727,0.3,29
GA_bot661,133.789,-25.066,823.15696417,731.90857284,91.24839133,25.8,0.09,0.2,5569.87274252871,5.7580231,1535.83152,0.3,29
GA834,133.99434,-24.98006,1147.07312089,970.30101537,176.77210552,25.5,0.08,0.19,3623.16070863439,5.43397616,1580.55834,0.3,29
GA_bot409,134.19,-24.829,1204.48866516,1041.8772059,162.61145926,25.9,0.08,0.27,3847.40712438838,5.28627418,1564.09637,0.3,29
GA856,134.24335,-24.869,1249.82278421,1087.6858433,162.13694091,25.9,0.08,0.23,5319.30617291065,5.28787674,1531.97534,0.3,29
GA_bot565,134.481,-25.022,984.27181085,858.58074209,125.69106876,26.2,0.09,0.21,3085.49662750619,5.34720668,1525.36215,0.3,29
GA1059,134.79808,-25.61064,797.22220768,714.18250998,83.0396977,26,0.08,0.24,5095.1946952346,5.7054932,1450.12779,0.3,29
GA_bot694,134.799,-25.611,825.48960759,755.88323474,69.60637285,26,0.08,0.2,5019.87241210453,5.78032032,1509.33144,0.3,29
S130,133.6596972,-24.91711111,4636.29830646516,3599.77880587445,1036.51950059071,25.8532612845273,0.083893430146967,0.380395002120917,3834.728783,5.47586337995529,1545.43276882172,0.3,29
